PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,PAH 3.3 (Flitecam data),f_evsg, PAH G7.6, PAH G7.8
6.92E-06,2.78E-06,1.24E-05,3.33E-07,2.03E-06,2.12E-07,0.2658543183,1.21E-05,5.57E-06
6.60E-06,2.52E-06,1.20E-05,3.21E-07,1.92E-06,4.00E-07,0.2166034217,1.13E-05,5.02E-06
6.51E-06,2.44E-06,1.22E-05,3.23E-07,1.98E-06,5.87E-07,0.188529887,1.10E-05,4.92E-06
6.95E-06,2.59E-06,1.28E-05,3.41E-07,2.17E-06,5.89E-07,0.2046886198,1.11E-05,5.06E-06
6.93E-06,2.82E-06,1.33E-05,3.66E-07,2.31E-06,8.60E-07,0.2199417889,1.12E-05,5.12E-06
6.70E-06,2.89E-06,1.30E-05,3.71E-07,2.24E-06,7.33E-07,0.2116113413,1.09E-05,4.93E-06
6.54E-06,2.91E-06,1.27E-05,3.66E-07,2.09E-06,8.21E-07,0.2023938103,1.09E-05,4.83E-06
6.80E-06,3.09E-06,1.31E-05,3.67E-07,2.10E-06,1.06E-06,0.2075972475,1.13E-05,5.01E-06
7.39E-06,3.33E-06,1.38E-05,3.93E-07,2.21E-06,1.29E-06,0.1978597181,1.21E-05,5.30E-06
7.76E-06,3.46E-06,1.46E-05,4.21E-07,2.35E-06,1.26E-06,0.1687659477,1.27E-05,5.45E-06
7.93E-06,3.57E-06,1.51E-05,4.50E-07,2.52E-06,1.20E-06,0.1283433469,1.31E-05,5.44E-06
8.43E-06,3.78E-06,1.54E-05,4.72E-07,2.65E-06,1.65E-06,0.1108926869,1.34E-05,5.41E-06
8.97E-06,4.03E-06,1.58E-05,4.84E-07,2.73E-06,1.84E-06,0.123842543,1.37E-05,5.51E-06
9.11E-06,4.11E-06,1.61E-05,4.90E-07,2.77E-06,1.76E-06,0.115408271,1.39E-05,5.69E-06
9.06E-06,4.13E-06,1.59E-05,4.88E-07,2.81E-06,1.77E-06,0.0833570756,1.41E-05,5.81E-06
9.18E-06,4.30E-06,1.58E-05,4.85E-07,2.83E-06,2.03E-06,0.06807441684,1.42E-05,5.90E-06
9.17E-06,4.40E-06,1.55E-05,4.77E-07,2.76E-06,1.92E-06,0.08962584807,1.40E-05,5.99E-06
8.92E-06,4.33E-06,1.52E-05,4.72E-07,2.65E-06,1.70E-06,0.1152132082,1.39E-05,6.14E-06
8.62E-06,4.28E-06,1.49E-05,4.72E-07,2.60E-06,1.50E-06,0.1324531065,1.35E-05,6.24E-06
8.03E-06,4.35E-06,1.46E-05,4.53E-07,2.57E-06,1.65E-06,0.1603874209,1.32E-05,6.37E-06
8.03E-06,4.68E-06,1.46E-05,4.17E-07,2.50E-06,2.48E-06,0.2134822254,1.33E-05,6.61E-06
8.60E-06,5.24E-06,1.54E-05,3.74E-07,2.37E-06,3.13E-06,0.2899366226,1.35E-05,7.16E-06
9.21E-06,5.68E-06,1.59E-05,3.49E-07,2.14E-06,2.97E-06,0.3855771187,1.35E-05,7.87E-06
9.28E-06,5.86E-06,1.58E-05,3.20E-07,1.87E-06,3.09E-06,0.4779708075,1.32E-05,8.41E-06
9.17E-06,5.98E-06,1.53E-05,2.75E-07,1.66E-06,3.54E-06,0.5444539068,1.29E-05,8.67E-06
8.47E-06,5.77E-06,1.46E-05,2.30E-07,1.48E-06,3.25E-06,0.5775876929,1.21E-05,8.38E-06
7.54E-06,5.08E-06,1.27E-05,2.21E-07,1.37E-06,1.93E-06,0.5661826118,1.03E-05,7.01E-06
6.76E-06,4.36E-06,1.11E-05,2.15E-07,1.35E-06,2.20E-06,0.5041137878,8.73E-06,5.41E-06
6.03E-06,3.89E-06,1.01E-05,2.09E-07,1.29E-06,1.57E-06,0.441710278,7.88E-06,4.53E-06
5.23E-06,3.41E-06,9.01E-06,2.29E-07,1.12E-06,1.06E-06,0.3987292448,7.07E-06,4.00E-06
4.64E-06,2.90E-06,7.86E-06,1.98E-07,1.04E-06,1.17E-06,0.3779382723,6.33E-06,3.57E-06
4.36E-06,2.81E-06,7.16E-06,1.64E-07,1.01E-06,1.38E-06,0.4000207045,5.86E-06,3.35E-06
3.99E-06,2.68E-06,6.92E-06,1.45E-07,8.87E-07,1.12E-06,0.4360065322,5.55E-06,3.28E-06
3.65E-06,2.43E-06,6.24E-06,1.20E-07,7.90E-07,8.76E-07,0.462534153,4.94E-06,3.09E-06
3.27E-06,2.11E-06,5.65E-06,1.01E-07,7.41E-07,6.51E-07,0.451325145,4.50E-06,2.81E-06
2.83E-06,1.82E-06,5.36E-06,8.30E-08,6.40E-07,5.73E-07,0.4297115426,4.26E-06,2.68E-06
2.51E-06,1.69E-06,4.51E-06,8.20E-08,5.38E-07,4.54E-07,0.4516867255,3.61E-06,2.50E-06
2.22E-06,1.42E-06,4.07E-06,6.46E-08,3.91E-07,3.56E-07,0.4867409126,3.19E-06,2.30E-06
1.91E-06,1.22E-06,3.69E-06,5.66E-08,3.37E-07,2.41E-07,0.5041037033,2.72E-06,1.99E-06
1.62E-06,1.02E-06,3.13E-06,5.84E-08,3.12E-07,6.67E-08,0.5161412334,2.27E-06,1.71E-06
1.29E-06,8.19E-07,2.55E-06,5.16E-08,2.69E-07,3.51E-08,0.5224634862,1.95E-06,1.49E-06
1.17E-06,6.68E-07,2.20E-06,4.30E-08,2.40E-07,-6.13E-08,0.4920293288,1.63E-06,1.20E-06
1.03E-06,6.15E-07,1.98E-06,5.20E-08,2.41E-07,-1.74E-07,0.4495371339,1.43E-06,1.00E-06
9.62E-07,6.10E-07,1.56E-06,7.31E-08,2.50E-07,-4.98E-08,0.4004476251,1.12E-06,8.38E-07
8.43E-07,5.80E-07,1.32E-06,6.31E-08,2.48E-07,5.54E-08,0.3498766615,1.06E-06,7.67E-07
7.69E-07,5.41E-07,1.38E-06,5.13E-08,2.20E-07,1.28E-07,0.2998707662,1.04E-06,7.08E-07
6.29E-07,4.52E-07,1.43E-06,4.50E-08,1.87E-07,7.09E-08,0.1640349557,1.07E-06,7.05E-07
5.67E-07,3.52E-07,1.07E-06,2.70E-08,1.58E-07,-9.92E-08,0.1042256529,8.26E-07,6.09E-07
8.28E-06,3.43E-06,1.61E-05,4.76E-07,3.04E-06,1.28E-06,0.1044281767,0,0
8.74E-06,3.63E-06,1.66E-05,4.79E-07,3.18E-06,1.78E-06,0.1382692789,1.44E-05,6.41E-06
9.04E-06,3.73E-06,1.66E-05,4.85E-07,3.27E-06,1.58E-06,0.1510732408,1.51E-05,6.76E-06
9.06E-06,3.65E-06,1.72E-05,4.92E-07,3.25E-06,1.50E-06,0.1235586745,1.55E-05,6.84E-06
8.81E-06,3.48E-06,1.65E-05,4.85E-07,3.10E-06,1.12E-06,0.09178864227,1.54E-05,6.65E-06
8.31E-06,3.28E-06,1.55E-05,4.68E-07,2.87E-06,9.74E-07,0.09795056749,1.46E-05,6.19E-06
7.86E-06,3.12E-06,1.45E-05,4.32E-07,2.60E-06,1.11E-06,0.13331696,1.36E-05,5.70E-06
7.79E-06,3.12E-06,1.47E-05,3.98E-07,2.43E-06,1.02E-06,0.1896203292,1.34E-05,5.74E-06
7.86E-06,3.21E-06,1.49E-05,3.74E-07,2.37E-06,1.07E-06,0.2556707202,1.36E-05,6.14E-06
7.62E-06,3.12E-06,1.46E-05,3.47E-07,2.30E-06,8.75E-07,0.2922742614,1.35E-05,6.35E-06
7.37E-06,2.85E-06,1.37E-05,3.30E-07,2.14E-06,5.29E-07,0.2793319229,1.28E-05,5.96E-06
7.03E-06,2.62E-06,1.27E-05,3.26E-07,1.99E-06,5.32E-07,0.2374222767,1.19E-05,5.35E-06
6.63E-06,2.50E-06,1.25E-05,3.29E-07,1.98E-06,6.44E-07,0.2090795367,1.12E-05,5.07E-06
6.69E-06,2.57E-06,1.26E-05,3.43E-07,2.10E-06,7.29E-07,0.215885465,1.09E-05,5.00E-06
6.55E-06,2.72E-06,1.27E-05,3.59E-07,2.16E-06,8.63E-07,0.2241054761,1.07E-05,4.86E-06
6.37E-06,2.77E-06,1.23E-05,3.65E-07,2.10E-06,7.03E-07,0.2070629201,1.04E-05,4.64E-06
6.30E-06,2.82E-06,1.23E-05,3.63E-07,2.03E-06,8.15E-07,0.1918013562,1.05E-05,4.59E-06
6.70E-06,3.02E-06,1.27E-05,3.66E-07,2.08E-06,1.08E-06,0.2030717805,1.10E-05,4.82E-06
7.23E-06,3.29E-06,1.35E-05,3.87E-07,2.17E-06,1.37E-06,0.2060162006,1.18E-05,5.17E-06
7.63E-06,3.45E-06,1.42E-05,4.15E-07,2.30E-06,1.29E-06,0.1820010902,1.22E-05,5.31E-06
7.74E-06,3.52E-06,1.46E-05,4.40E-07,2.45E-06,1.53E-06,0.1326319492,1.26E-05,5.21E-06
8.07E-06,3.67E-06,1.48E-05,4.56E-07,2.58E-06,1.82E-06,0.1039982143,1.29E-05,5.15E-06
8.57E-06,3.88E-06,1.51E-05,4.63E-07,2.66E-06,1.91E-06,0.1208919241,1.30E-05,5.25E-06
8.73E-06,3.99E-06,1.54E-05,4.64E-07,2.69E-06,1.76E-06,0.1289340635,1.32E-05,5.50E-06
8.72E-06,4.02E-06,1.55E-05,4.62E-07,2.71E-06,1.84E-06,0.1090406911,1.35E-05,5.71E-06
8.90E-06,4.18E-06,1.57E-05,4.64E-07,2.76E-06,1.92E-06,0.0960653717,1.39E-05,5.90E-06
8.99E-06,4.30E-06,1.54E-05,4.65E-07,2.74E-06,2.01E-06,0.1039016773,1.39E-05,6.11E-06
8.80E-06,4.30E-06,1.53E-05,4.69E-07,2.66E-06,1.60E-06,0.1133744331,1.38E-05,6.31E-06
8.59E-06,4.34E-06,1.49E-05,4.68E-07,2.61E-06,1.65E-06,0.1270292033,1.35E-05,6.42E-06
8.19E-06,4.52E-06,1.48E-05,4.49E-07,2.61E-06,1.77E-06,0.1585831004,1.34E-05,6.58E-06
8.10E-06,4.91E-06,1.49E-05,4.19E-07,2.56E-06,2.79E-06,0.2191272306,1.34E-05,6.84E-06
8.62E-06,5.38E-06,1.54E-05,3.73E-07,2.38E-06,3.32E-06,0.3012378867,1.35E-05,7.33E-06
9.12E-06,5.73E-06,1.57E-05,3.36E-07,2.08E-06,2.78E-06,0.4016546275,1.33E-05,7.97E-06
9.35E-06,6.03E-06,1.58E-05,2.93E-07,1.83E-06,3.18E-06,0.5020284677,1.31E-05,8.58E-06
9.41E-06,6.38E-06,1.60E-05,2.59E-07,1.64E-06,4.10E-06,0.5675986449,1.30E-05,9.01E-06
8.68E-06,6.07E-06,1.49E-05,2.32E-07,1.44E-06,3.24E-06,0.5933637547,1.22E-05,8.62E-06
7.36E-06,5.05E-06,1.25E-05,2.14E-07,1.29E-06,2.17E-06,0.5745518383,1.01E-05,6.92E-06
6.36E-06,4.14E-06,1.05E-05,2.02E-07,1.26E-06,1.95E-06,0.5107213627,8.20E-06,5.04E-06
5.54E-06,3.63E-06,9.30E-06,1.97E-07,1.21E-06,1.18E-06,0.4507252783,7.21E-06,4.10E-06
4.81E-06,3.16E-06,8.26E-06,2.05E-07,1.08E-06,1.18E-06,0.4136320549,6.50E-06,3.70E-06
4.35E-06,2.80E-06,7.35E-06,1.85E-07,1.01E-06,1.13E-06,0.39388536,5.90E-06,3.43E-06
4.20E-06,2.73E-06,6.80E-06,1.60E-07,9.61E-07,1.24E-06,0.4057197581,5.52E-06,3.24E-06
3.82E-06,2.57E-06,6.52E-06,1.36E-07,8.35E-07,9.03E-07,0.4326962976,5.19E-06,3.16E-06
3.40E-06,2.30E-06,5.86E-06,1.12E-07,7.37E-07,7.24E-07,0.457166654,4.62E-06,2.97E-06
3.01E-06,2.02E-06,5.39E-06,9.70E-08,7.02E-07,7.91E-07,0.4559959642,4.27E-06,2.71E-06
2.62E-06,1.77E-06,5.24E-06,7.76E-08,6.12E-07,4.85E-07,0.4477248699,4.06E-06,2.64E-06
2.40E-06,1.63E-06,4.50E-06,7.88E-08,5.10E-07,3.81E-07,0.4749667958,3.53E-06,2.50E-06
2.11E-06,1.39E-06,4.06E-06,6.24E-08,3.83E-07,2.73E-07,0.5139260041,3.07E-06,2.26E-06
1.83E-06,1.16E-06,3.55E-06,5.61E-08,3.32E-07,2.78E-07,0.533200313,2.61E-06,1.96E-06
1.55E-06,9.79E-07,2.96E-06,5.47E-08,3.17E-07,-1.10E-07,0.5488741739,2.19E-06,1.68E-06
1.20E-06,7.72E-07,2.54E-06,4.71E-08,2.68E-07,3.60E-08,0.5580699484,1.89E-06,1.45E-06
1.08E-06,6.50E-07,2.10E-06,4.40E-08,2.27E-07,1.78E-07,0.5332595715,1.65E-06,1.21E-06
9.89E-07,5.95E-07,1.90E-06,4.64E-08,2.38E-07,-1.81E-08,0.4963752131,1.47E-06,1.02E-06
8.81E-07,5.82E-07,1.54E-06,6.06E-08,2.34E-07,-2.97E-08,0.4473082576,1.16E-06,8.52E-07
7.96E-07,5.61E-07,1.39E-06,5.44E-08,2.17E-07,5.08E-08,0.3902240507,1.04E-06,7.67E-07
7.19E-07,5.30E-07,1.33E-06,4.89E-08,1.89E-07,-1.16E-07,0.3230388879,1.03E-06,7.21E-07
6.10E-07,4.44E-07,1.41E-06,4.51E-08,1.78E-07,-3.41E-08,0.221481852,9.72E-07,6.78E-07
5.69E-07,3.60E-07,1.08E-06,2.90E-08,1.64E-07,7.88E-08,0.1653063396,7.70E-07,5.98E-07
7.55E-06,3.21E-06,1.53E-05,4.46E-07,2.79E-06,9.15E-07,0.1102931341,0,0
8.16E-06,3.40E-06,1.58E-05,4.53E-07,2.94E-06,1.47E-06,0.1482743579,1.32E-05,6.02E-06
8.56E-06,3.51E-06,1.66E-05,4.58E-07,3.06E-06,1.49E-06,0.1677817737,1.40E-05,6.43E-06
8.89E-06,3.49E-06,1.69E-05,4.71E-07,3.11E-06,1.35E-06,0.1453695309,1.46E-05,6.59E-06
8.86E-06,3.38E-06,1.68E-05,4.78E-07,3.07E-06,1.32E-06,0.110825382,1.49E-05,6.55E-06
8.39E-06,3.23E-06,1.59E-05,4.69E-07,2.91E-06,1.24E-06,0.1076884187,1.47E-05,6.30E-06
8.00E-06,3.09E-06,1.48E-05,4.40E-07,2.68E-06,1.08E-06,0.135994805,1.41E-05,5.94E-06
7.90E-06,3.10E-06,1.51E-05,4.11E-07,2.49E-06,1.22E-06,0.1895372799,1.38E-05,5.86E-06
8.02E-06,3.22E-06,1.54E-05,3.87E-07,2.44E-06,1.24E-06,0.257034434,1.36E-05,6.07E-06
7.89E-06,3.18E-06,1.53E-05,3.65E-07,2.37E-06,7.40E-07,0.2980465116,1.34E-05,6.22E-06
7.79E-06,2.96E-06,1.46E-05,3.47E-07,2.24E-06,7.96E-07,0.2917770244,1.28E-05,5.93E-06
7.42E-06,2.72E-06,1.35E-05,3.35E-07,2.09E-06,6.25E-07,0.2560498167,1.20E-05,5.47E-06
6.75E-06,2.54E-06,1.29E-05,3.33E-07,2.02E-06,6.10E-07,0.2263699247,1.11E-05,5.12E-06
6.44E-06,2.54E-06,1.24E-05,3.42E-07,2.04E-06,7.15E-07,0.2256803361,1.07E-05,4.94E-06
6.20E-06,2.62E-06,1.20E-05,3.53E-07,2.01E-06,8.46E-07,0.226395102,1.03E-05,4.72E-06
5.98E-06,2.66E-06,1.16E-05,3.63E-07,1.96E-06,6.74E-07,0.1994623664,1.01E-05,4.50E-06
6.11E-06,2.74E-06,1.18E-05,3.62E-07,1.98E-06,8.25E-07,0.1802542051,1.02E-05,4.47E-06
6.56E-06,2.97E-06,1.23E-05,3.66E-07,2.05E-06,1.11E-06,0.1985275634,1.07E-05,4.73E-06
7.09E-06,3.25E-06,1.31E-05,3.84E-07,2.12E-06,1.26E-06,0.212863363,1.15E-05,5.08E-06
7.47E-06,3.41E-06,1.37E-05,4.07E-07,2.22E-06,1.37E-06,0.1937210936,1.19E-05,5.18E-06
7.51E-06,3.45E-06,1.40E-05,4.30E-07,2.36E-06,1.61E-06,0.1339504184,1.21E-05,5.05E-06
7.86E-06,3.54E-06,1.41E-05,4.47E-07,2.48E-06,1.60E-06,0.08817155146,1.24E-05,5.03E-06
8.09E-06,3.71E-06,1.42E-05,4.52E-07,2.56E-06,1.83E-06,0.1044673203,1.27E-05,5.22E-06
8.29E-06,3.84E-06,1.46E-05,4.46E-07,2.55E-06,1.64E-06,0.1305791575,1.33E-05,5.57E-06
8.32E-06,3.89E-06,1.49E-05,4.44E-07,2.55E-06,1.54E-06,0.1226164039,1.40E-05,5.98E-06
8.57E-06,4.06E-06,1.54E-05,4.52E-07,2.67E-06,1.80E-06,0.1094040311,1.44E-05,6.28E-06
8.80E-06,4.24E-06,1.56E-05,4.59E-07,2.75E-06,1.79E-06,0.1107431494,1.44E-05,6.45E-06
8.68E-06,4.29E-06,1.54E-05,4.61E-07,2.70E-06,1.74E-06,0.1169968395,1.41E-05,6.55E-06
8.53E-06,4.41E-06,1.50E-05,4.54E-07,2.64E-06,1.75E-06,0.1347921408,1.38E-05,6.61E-06
8.43E-06,4.72E-06,1.50E-05,4.41E-07,2.67E-06,2.08E-06,0.1759978555,1.36E-05,6.74E-06
8.37E-06,5.16E-06,1.51E-05,4.17E-07,2.63E-06,2.88E-06,0.2391591209,1.34E-05,6.98E-06
8.67E-06,5.53E-06,1.54E-05,3.72E-07,2.39E-06,2.69E-06,0.3195536522,1.32E-05,7.45E-06
8.94E-06,5.76E-06,1.56E-05,3.22E-07,2.02E-06,2.89E-06,0.4214823004,1.30E-05,8.05E-06
9.43E-06,6.25E-06,1.59E-05,2.73E-07,1.79E-06,3.90E-06,0.5281846497,1.32E-05,8.82E-06
9.77E-06,6.87E-06,1.63E-05,2.50E-07,1.64E-06,4.92E-06,0.5920499054,1.30E-05,9.23E-06
8.83E-06,6.48E-06,1.51E-05,2.47E-07,1.40E-06,2.92E-06,0.6103926829,1.16E-05,8.44E-06
7.36E-06,5.04E-06,1.22E-05,2.14E-07,1.22E-06,1.89E-06,0.5800750703,9.57E-06,6.64E-06
6.09E-06,3.93E-06,9.61E-06,2.00E-07,1.16E-06,1.70E-06,0.5046049022,7.62E-06,4.78E-06
5.08E-06,3.30E-06,8.32E-06,1.88E-07,1.11E-06,1.31E-06,0.4374373582,6.57E-06,3.78E-06
4.38E-06,2.89E-06,7.58E-06,1.92E-07,1.04E-06,9.37E-07,0.4067192919,5.91E-06,3.39E-06
4.11E-06,2.67E-06,6.90E-06,1.75E-07,9.91E-07,9.79E-07,0.3970117445,5.42E-06,3.20E-06
4.05E-06,2.64E-06,6.48E-06,1.57E-07,9.22E-07,9.96E-07,0.4066024997,5.02E-06,3.04E-06
3.71E-06,2.52E-06,6.15E-06,1.40E-07,7.82E-07,7.06E-07,0.4291805214,4.66E-06,2.95E-06
3.15E-06,2.17E-06,5.55E-06,1.07E-07,6.76E-07,6.72E-07,0.4499930401,4.17E-06,2.78E-06
2.84E-06,1.92E-06,5.17E-06,9.36E-08,6.56E-07,6.34E-07,0.4571244331,3.95E-06,2.63E-06
2.62E-06,1.74E-06,4.95E-06,7.62E-08,5.84E-07,5.81E-07,0.4599626992,3.77E-06,2.55E-06
2.34E-06,1.58E-06,4.41E-06,7.84E-08,4.77E-07,4.11E-07,0.4870191859,3.23E-06,2.35E-06
2.09E-06,1.30E-06,3.96E-06,5.58E-08,3.78E-07,3.96E-07,0.5255886678,2.81E-06,2.09E-06
1.77E-06,1.14E-06,3.39E-06,5.67E-08,3.30E-07,1.42E-07,0.5476268108,2.38E-06,1.77E-06
1.42E-06,9.24E-07,2.81E-06,5.25E-08,2.99E-07,1.07E-07,0.5712167196,1.99E-06,1.53E-06
1.12E-06,7.66E-07,2.38E-06,4.86E-08,2.42E-07,2.51E-07,0.5816333178,1.72E-06,1.37E-06
1.03E-06,6.43E-07,2.05E-06,4.66E-08,2.33E-07,7.38E-08,0.5544143325,1.60E-06,1.19E-06
9.47E-07,5.90E-07,1.89E-06,4.28E-08,2.51E-07,-2.28E-07,0.5200180361,1.45E-06,1.03E-06
8.14E-07,5.65E-07,1.54E-06,5.17E-08,2.31E-07,1.78E-07,0.4615981667,1.15E-06,8.94E-07
7.35E-07,5.41E-07,1.33E-06,4.55E-08,1.88E-07,1.54E-07,0.3990862941,1.01E-06,7.90E-07
6.96E-07,5.46E-07,1.32E-06,4.99E-08,1.64E-07,5.99E-09,0.3608620676,9.62E-07,7.15E-07
6.50E-07,4.76E-07,1.34E-06,5.06E-08,1.75E-07,-1.59E-07,0.2731924566,8.96E-07,6.65E-07
5.83E-07,3.68E-07,1.00E-06,2.77E-08,1.85E-07,2.06E-08,0.2153803969,7.02E-07,5.88E-07
6.96E-06,2.87E-06,1.40E-05,3.96E-07,2.54E-06,9.49E-07,0.1662402875,0,0
7.49E-06,3.03E-06,1.47E-05,4.05E-07,2.70E-06,1.09E-06,0.1925017847,1.20E-05,5.56E-06
7.87E-06,3.17E-06,1.55E-05,4.16E-07,2.83E-06,1.19E-06,0.2010842753,1.27E-05,5.90E-06
8.27E-06,3.23E-06,1.62E-05,4.35E-07,2.90E-06,1.27E-06,0.1774398862,1.37E-05,6.26E-06
8.46E-06,3.22E-06,1.65E-05,4.48E-07,2.94E-06,1.05E-06,0.1413771884,1.44E-05,6.46E-06
8.37E-06,3.16E-06,1.62E-05,4.46E-07,2.87E-06,1.07E-06,0.129370365,1.47E-05,6.41E-06
8.11E-06,3.08E-06,1.56E-05,4.32E-07,2.69E-06,9.96E-07,0.1460235838,1.45E-05,6.18E-06
8.07E-06,3.07E-06,1.55E-05,4.11E-07,2.53E-06,1.12E-06,0.1899785356,1.41E-05,6.03E-06
8.14E-06,3.16E-06,1.54E-05,3.92E-07,2.45E-06,1.02E-06,0.2519064361,1.37E-05,6.01E-06
7.98E-06,3.12E-06,1.52E-05,3.67E-07,2.36E-06,1.04E-06,0.2961152917,1.33E-05,6.04E-06
7.86E-06,2.95E-06,1.45E-05,3.47E-07,2.23E-06,9.02E-07,0.3001514207,1.29E-05,5.89E-06
7.50E-06,2.74E-06,1.37E-05,3.43E-07,2.08E-06,7.04E-07,0.2742926687,1.21E-05,5.53E-06
6.81E-06,2.58E-06,1.28E-05,3.42E-07,2.01E-06,4.89E-07,0.2485139634,1.10E-05,5.13E-06
6.39E-06,2.54E-06,1.21E-05,3.46E-07,2.00E-06,8.17E-07,0.2386373544,1.04E-05,4.83E-06
6.06E-06,2.56E-06,1.16E-05,3.48E-07,1.95E-06,5.44E-07,0.2250743343,1.00E-05,4.52E-06
5.79E-06,2.57E-06,1.13E-05,3.54E-07,1.91E-06,6.76E-07,0.193340678,9.83E-06,4.34E-06
5.94E-06,2.65E-06,1.15E-05,3.54E-07,1.93E-06,7.95E-07,0.1786157526,9.92E-06,4.35E-06
6.39E-06,2.88E-06,1.21E-05,3.53E-07,2.00E-06,1.49E-06,0.2011173598,1.05E-05,4.66E-06
6.91E-06,3.13E-06,1.29E-05,3.67E-07,2.08E-06,1.25E-06,0.215145196,1.12E-05,4.98E-06
7.26E-06,3.27E-06,1.33E-05,3.86E-07,2.18E-06,1.29E-06,0.1926719844,1.16E-05,5.04E-06
7.33E-06,3.29E-06,1.35E-05,4.05E-07,2.31E-06,1.20E-06,0.1347993062,1.18E-05,4.91E-06
7.43E-06,3.35E-06,1.36E-05,4.30E-07,2.42E-06,1.27E-06,0.09172152379,1.20E-05,4.87E-06
7.92E-06,3.56E-06,1.40E-05,4.46E-07,2.51E-06,1.69E-06,0.1025809409,1.25E-05,5.13E-06
8.31E-06,3.81E-06,1.47E-05,4.48E-07,2.60E-06,1.67E-06,0.1219886014,1.34E-05,5.68E-06
8.57E-06,4.01E-06,1.55E-05,4.54E-07,2.70E-06,1.72E-06,0.1207787752,1.44E-05,6.30E-06
8.85E-06,4.26E-06,1.61E-05,4.67E-07,2.83E-06,2.09E-06,0.1161877171,1.49E-05,6.68E-06
9.03E-06,4.43E-06,1.62E-05,4.72E-07,2.88E-06,2.11E-06,0.1222526391,1.48E-05,6.78E-06
8.92E-06,4.46E-06,1.58E-05,4.66E-07,2.82E-06,1.69E-06,0.1264572595,1.44E-05,6.81E-06
8.72E-06,4.58E-06,1.55E-05,4.51E-07,2.74E-06,2.06E-06,0.1437114135,1.41E-05,6.85E-06
8.58E-06,4.93E-06,1.53E-05,4.31E-07,2.70E-06,2.36E-06,0.1972307007,1.38E-05,6.97E-06
8.47E-06,5.34E-06,1.52E-05,3.95E-07,2.57E-06,2.67E-06,0.2714785061,1.34E-05,7.20E-06
8.66E-06,5.59E-06,1.52E-05,3.50E-07,2.28E-06,2.59E-06,0.3514493363,1.30E-05,7.62E-06
8.95E-06,5.85E-06,1.55E-05,3.05E-07,2.02E-06,3.13E-06,0.4453885575,1.29E-05,8.22E-06
9.40E-06,6.51E-06,1.64E-05,2.54E-07,1.83E-06,4.60E-06,0.5423169826,1.32E-05,9.02E-06
9.72E-06,7.05E-06,1.63E-05,2.43E-07,1.60E-06,5.01E-06,0.6040652697,1.30E-05,9.40E-06
8.76E-06,6.35E-06,1.45E-05,2.39E-07,1.36E-06,2.88E-06,0.6182720574,1.13E-05,8.26E-06
6.83E-06,4.76E-06,1.17E-05,1.96E-07,1.21E-06,1.78E-06,0.5830681806,9.11E-06,6.26E-06
5.57E-06,3.63E-06,9.13E-06,1.81E-07,1.14E-06,1.07E-06,0.5078160361,7.05E-06,4.41E-06
4.66E-06,3.01E-06,7.67E-06,1.79E-07,1.09E-06,1.12E-06,0.4355257086,6.01E-06,3.39E-06
4.03E-06,2.63E-06,6.88E-06,1.76E-07,1.02E-06,9.67E-07,0.4050702603,5.45E-06,3.02E-06
3.82E-06,2.47E-06,6.41E-06,1.57E-07,9.34E-07,1.06E-06,0.4093108381,5.02E-06,2.88E-06
3.74E-06,2.44E-06,5.97E-06,1.43E-07,8.29E-07,9.08E-07,0.4297122655,4.60E-06,2.76E-06
3.36E-06,2.29E-06,5.59E-06,1.27E-07,7.13E-07,5.60E-07,0.4451861303,4.22E-06,2.71E-06
2.92E-06,1.99E-06,5.00E-06,1.04E-07,6.45E-07,5.46E-07,0.4614137072,3.84E-06,2.61E-06
2.64E-06,1.80E-06,4.83E-06,8.55E-08,6.07E-07,5.43E-07,0.476467853,3.67E-06,2.54E-06
2.41E-06,1.63E-06,4.66E-06,7.17E-08,5.10E-07,4.53E-07,0.4822106574,3.49E-06,2.44E-06
2.21E-06,1.45E-06,4.19E-06,7.20E-08,4.32E-07,3.36E-07,0.5080283101,2.96E-06,2.16E-06
1.97E-06,1.19E-06,3.70E-06,5.42E-08,3.03E-07,2.70E-07,0.5395213318,2.59E-06,1.88E-06
1.67E-06,1.03E-06,3.21E-06,4.97E-08,2.88E-07,1.58E-07,0.5565379865,2.22E-06,1.58E-06
1.38E-06,8.53E-07,2.58E-06,4.15E-08,2.72E-07,1.54E-08,0.5924514553,1.79E-06,1.35E-06
1.03E-06,6.66E-07,2.15E-06,2.94E-08,2.25E-07,1.62E-07,0.6065112619,1.60E-06,1.26E-06
9.11E-07,5.70E-07,2.00E-06,2.61E-08,2.14E-07,-8.25E-08,0.567095309,1.45E-06,1.08E-06
8.54E-07,6.10E-07,1.88E-06,4.59E-08,2.37E-07,-1.17E-07,0.5379058915,1.32E-06,9.76E-07
7.64E-07,5.80E-07,1.55E-06,5.43E-08,2.37E-07,2.46E-07,0.5012137516,1.12E-06,9.16E-07
7.76E-07,5.49E-07,1.31E-06,4.75E-08,2.02E-07,-8.08E-08,0.4479583849,9.95E-07,8.11E-07
7.10E-07,5.48E-07,1.24E-06,5.06E-08,1.74E-07,-2.58E-07,0.4142211611,8.77E-07,6.92E-07
6.58E-07,4.72E-07,1.24E-06,4.87E-08,1.74E-07,-6.85E-08,0.3278887632,8.82E-07,6.75E-07
