PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,PAH 3.3 (Flitecam data),f_evsg, PAH G7.6, PAH G7.8
6.89E-07,5.02E-07,1.60E-06,3.41E-08,2.19E-07,-9.32E-09,0.5482925052,0,0
6.83E-07,5.40E-07,1.34E-06,5.25E-08,2.23E-07,9.82E-08,0.4589789186,0,0
6.69E-07,5.27E-07,1.14E-06,5.14E-08,2.19E-07,1.81E-07,0.3293173133,7.93E-07,7.31E-07
6.33E-07,4.87E-07,1.12E-06,4.43E-08,1.94E-07,8.90E-08,0.1873068831,7.50E-07,6.42E-07
5.32E-07,4.34E-07,1.11E-06,4.34E-08,1.59E-07,-2.40E-07,0.1314763064,7.32E-07,6.05E-07
4.17E-07,3.28E-07,8.35E-07,2.72E-08,1.29E-07,-8.76E-08,0.1220160099,5.37E-07,5.25E-07
6.78E-06,2.45E-06,1.39E-05,3.66E-07,2.46E-06,8.12E-07,0.2261413355,0,0
7.22E-06,2.58E-06,1.49E-05,3.85E-07,2.66E-06,7.85E-07,0.2171619014,1.34E-05,5.89E-06
7.73E-06,2.70E-06,1.54E-05,4.02E-07,2.81E-06,6.32E-07,0.1944542044,1.38E-05,5.97E-06
8.16E-06,2.88E-06,1.62E-05,4.11E-07,2.87E-06,9.72E-07,0.1805409983,1.43E-05,6.12E-06
8.44E-06,3.02E-06,1.67E-05,4.16E-07,2.83E-06,1.28E-06,0.1866938528,1.45E-05,6.26E-06
8.37E-06,3.04E-06,1.64E-05,4.25E-07,2.74E-06,1.40E-06,0.1916664938,1.43E-05,6.11E-06
8.15E-06,2.95E-06,1.56E-05,4.19E-07,2.58E-06,1.30E-06,0.1880483976,1.35E-05,5.65E-06
7.90E-06,2.82E-06,1.44E-05,4.10E-07,2.41E-06,1.21E-06,0.1938638569,1.29E-05,5.29E-06
7.54E-06,2.73E-06,1.39E-05,4.08E-07,2.29E-06,1.13E-06,0.2159303907,1.23E-05,5.14E-06
7.32E-06,2.72E-06,1.35E-05,3.94E-07,2.23E-06,1.07E-06,0.2354404012,1.20E-05,5.14E-06
7.67E-06,2.77E-06,1.33E-05,3.68E-07,2.19E-06,1.28E-06,0.2460043453,1.18E-05,5.04E-06
7.60E-06,2.76E-06,1.33E-05,3.54E-07,2.11E-06,8.06E-07,0.2541899366,1.16E-05,4.99E-06
6.85E-06,2.62E-06,1.26E-05,3.61E-07,1.99E-06,9.08E-07,0.2435548733,1.09E-05,4.82E-06
6.32E-06,2.46E-06,1.17E-05,3.66E-07,1.93E-06,5.05E-07,0.2031339922,1.01E-05,4.37E-06
5.87E-06,2.38E-06,1.09E-05,3.64E-07,1.90E-06,5.80E-07,0.1578073515,9.60E-06,4.05E-06
5.58E-06,2.39E-06,1.09E-05,3.57E-07,1.92E-06,6.39E-07,0.1381683555,9.64E-06,4.09E-06
5.84E-06,2.53E-06,1.11E-05,3.40E-07,1.94E-06,1.00E-06,0.1670545697,9.69E-06,4.24E-06
6.11E-06,2.70E-06,1.17E-05,3.33E-07,1.97E-06,9.18E-07,0.2029183638,1.03E-05,4.63E-06
6.43E-06,2.82E-06,1.23E-05,3.53E-07,2.02E-06,1.22E-06,0.1858878037,1.08E-05,4.82E-06
6.47E-06,2.82E-06,1.23E-05,3.73E-07,2.05E-06,1.10E-06,0.1336157707,1.09E-05,4.75E-06
6.52E-06,2.81E-06,1.22E-05,3.90E-07,2.16E-06,1.00E-06,0.07982376918,1.10E-05,4.68E-06
6.70E-06,2.95E-06,1.30E-05,4.12E-07,2.34E-06,1.23E-06,0.06102484349,1.15E-05,4.88E-06
7.44E-06,3.30E-06,1.38E-05,4.24E-07,2.56E-06,1.51E-06,0.07866202418,1.21E-05,5.25E-06
8.10E-06,3.72E-06,1.48E-05,4.16E-07,2.70E-06,2.06E-06,0.1032483491,1.28E-05,5.71E-06
8.33E-06,4.12E-06,1.54E-05,4.11E-07,2.69E-06,2.15E-06,0.1508230459,1.33E-05,6.25E-06
8.61E-06,4.34E-06,1.54E-05,4.11E-07,2.65E-06,1.90E-06,0.1960232692,1.34E-05,6.66E-06
8.64E-06,4.43E-06,1.54E-05,4.00E-07,2.65E-06,1.72E-06,0.2117430011,1.33E-05,6.81E-06
8.85E-06,4.74E-06,1.56E-05,3.83E-07,2.64E-06,2.48E-06,0.2426326715,1.33E-05,7.00E-06
9.07E-06,5.23E-06,1.58E-05,3.64E-07,2.58E-06,2.30E-06,0.3079690473,1.32E-05,7.36E-06
8.56E-06,5.52E-06,1.56E-05,3.44E-07,2.45E-06,2.38E-06,0.3718954512,1.29E-05,7.60E-06
8.10E-06,5.67E-06,1.51E-05,3.04E-07,2.24E-06,2.73E-06,0.4291201653,1.24E-05,7.73E-06
8.54E-06,6.14E-06,1.52E-05,2.51E-07,1.98E-06,4.37E-06,0.5017205383,1.23E-05,8.11E-06
8.90E-06,6.70E-06,1.52E-05,2.20E-07,1.70E-06,4.71E-06,0.5748586815,1.16E-05,8.24E-06
8.10E-06,6.02E-06,1.37E-05,1.81E-07,1.33E-06,2.51E-06,0.6096446754,9.70E-06,7.26E-06
6.33E-06,4.40E-06,1.09E-05,1.51E-07,1.06E-06,9.10E-07,0.6041375294,7.66E-06,5.63E-06
4.38E-06,3.09E-06,8.12E-06,1.46E-07,9.15E-07,4.07E-07,0.5718401267,6.11E-06,4.26E-06
3.49E-06,2.45E-06,6.45E-06,1.41E-07,8.26E-07,8.12E-07,0.5165782106,5.10E-06,3.36E-06
3.31E-06,2.11E-06,5.69E-06,1.39E-07,7.81E-07,7.80E-07,0.4675822352,4.68E-06,2.92E-06
3.25E-06,1.91E-06,5.46E-06,1.35E-07,7.53E-07,5.53E-07,0.4332533029,4.51E-06,2.73E-06
2.99E-06,1.85E-06,5.31E-06,1.29E-07,7.44E-07,5.76E-07,0.4510945281,4.30E-06,2.73E-06
2.80E-06,1.77E-06,4.83E-06,1.12E-07,6.52E-07,4.00E-07,0.5029589889,3.84E-06,2.70E-06
2.59E-06,1.63E-06,4.32E-06,9.79E-08,5.33E-07,4.57E-07,0.5237580485,3.24E-06,2.39E-06
2.27E-06,1.53E-06,4.06E-06,8.87E-08,4.48E-07,2.27E-07,0.5171337657,2.97E-06,2.27E-06
2.07E-06,1.44E-06,3.95E-06,6.83E-08,4.03E-07,4.86E-07,0.5529740939,2.87E-06,2.39E-06
-1.66E-07,-5.13E-08,0,0,0,4.42E-07,0.06191496318,0,0
-1.57E-07,-4.89E-08,0,0,0,5.67E-08,0.06191496318,0,0
-1.25E-07,-3.29E-08,0,0,0,4.60E-08,0.06191496318,0,0
-1.21E-07,-3.38E-08,0,0,0,1.70E-07,0.06191496318,0,0
-8.20E-08,-6.31E-09,0,0,0,1.75E-07,0.06191496318,0,0
-9.55E-08,-3.17E-08,0,0,0,-1.39E-07,0.06191496318,0,0
-8.27E-08,-3.60E-08,0,0,0,-4.72E-08,0.06191496318,0,0
-7.09E-08,-1.71E-08,0,0,0,-5.39E-08,0.06191496318,0,0
-6.31E-08,-4.15E-08,0,0,0,5.58E-08,0.06191496318,0,0
6.40E-07,5.44E-07,1.27E-06,5.90E-08,2.15E-07,1.51E-07,0.4735802214,0,0
6.96E-07,5.03E-07,1.16E-06,4.58E-08,2.25E-07,7.77E-08,0.382436265,7.90E-07,7.42E-07
6.05E-07,4.84E-07,1.09E-06,4.43E-08,2.00E-07,-5.23E-08,0.256658768,7.09E-07,6.36E-07
5.13E-07,4.32E-07,1.04E-06,5.03E-08,1.53E-07,-1.08E-08,0.02862189969,7.23E-07,6.12E-07
4.09E-07,2.93E-07,7.41E-07,2.45E-08,1.27E-07,-1.00E-07,0,5.20E-07,5.27E-07
6.86E-06,2.39E-06,1.43E-05,3.73E-07,2.51E-06,9.48E-07,0.2055377436,0,0
7.39E-06,2.53E-06,1.49E-05,3.98E-07,2.72E-06,7.04E-07,0.1881550022,1.36E-05,5.71E-06
7.78E-06,2.64E-06,1.53E-05,4.20E-07,2.83E-06,6.17E-07,0.1594971608,1.38E-05,5.71E-06
7.97E-06,2.76E-06,1.59E-05,4.29E-07,2.86E-06,9.75E-07,0.1441092479,1.41E-05,5.78E-06
8.25E-06,2.87E-06,1.63E-05,4.32E-07,2.83E-06,1.28E-06,0.1518971655,1.44E-05,5.94E-06
8.23E-06,2.90E-06,1.60E-05,4.37E-07,2.75E-06,7.44E-07,0.1595895616,1.41E-05,5.84E-06
7.97E-06,2.86E-06,1.50E-05,4.31E-07,2.61E-06,1.14E-06,0.1594285756,1.34E-05,5.42E-06
7.80E-06,2.77E-06,1.43E-05,4.25E-07,2.45E-06,1.03E-06,0.1643609791,1.28E-05,5.15E-06
7.57E-06,2.71E-06,1.38E-05,4.19E-07,2.31E-06,1.27E-06,0.189030043,1.24E-05,5.09E-06
7.38E-06,2.72E-06,1.36E-05,4.04E-07,2.23E-06,1.28E-06,0.2194860396,1.21E-05,5.12E-06
7.66E-06,2.80E-06,1.35E-05,3.79E-07,2.20E-06,1.25E-06,0.2379249318,1.20E-05,5.10E-06
7.52E-06,2.80E-06,1.33E-05,3.60E-07,2.09E-06,1.11E-06,0.2498250299,1.16E-05,4.97E-06
6.83E-06,2.65E-06,1.26E-05,3.62E-07,1.97E-06,7.63E-07,0.2460495143,1.09E-05,4.76E-06
6.28E-06,2.46E-06,1.15E-05,3.65E-07,1.91E-06,6.99E-07,0.2131211551,9.92E-06,4.32E-06
5.81E-06,2.38E-06,1.09E-05,3.65E-07,1.88E-06,6.70E-07,0.1702562443,9.45E-06,3.99E-06
5.69E-06,2.39E-06,1.10E-05,3.55E-07,1.90E-06,7.42E-07,0.1500877422,9.56E-06,4.06E-06
5.99E-06,2.49E-06,1.11E-05,3.39E-07,1.93E-06,8.12E-07,0.1725237826,9.73E-06,4.27E-06
6.15E-06,2.63E-06,1.18E-05,3.31E-07,1.97E-06,8.91E-07,0.2011173258,1.02E-05,4.60E-06
6.46E-06,2.75E-06,1.23E-05,3.51E-07,2.02E-06,1.24E-06,0.1879381103,1.07E-05,4.77E-06
6.55E-06,2.78E-06,1.23E-05,3.70E-07,2.05E-06,1.13E-06,0.1465933744,1.08E-05,4.75E-06
6.41E-06,2.78E-06,1.23E-05,3.82E-07,2.15E-06,1.14E-06,0.09617814479,1.09E-05,4.74E-06
6.73E-06,2.92E-06,1.28E-05,3.99E-07,2.31E-06,1.32E-06,0.06592229517,1.12E-05,4.87E-06
7.31E-06,3.24E-06,1.35E-05,4.08E-07,2.50E-06,1.40E-06,0.08517363734,1.18E-05,5.19E-06
7.82E-06,3.65E-06,1.44E-05,3.99E-07,2.63E-06,1.92E-06,0.1097056977,1.24E-05,5.59E-06
8.07E-06,4.03E-06,1.50E-05,3.93E-07,2.63E-06,1.84E-06,0.162199491,1.29E-05,6.11E-06
8.28E-06,4.27E-06,1.52E-05,3.95E-07,2.59E-06,1.77E-06,0.2072480012,1.31E-05,6.55E-06
8.42E-06,4.39E-06,1.53E-05,3.86E-07,2.57E-06,1.75E-06,0.2297363682,1.30E-05,6.74E-06
8.61E-06,4.66E-06,1.54E-05,3.67E-07,2.56E-06,2.08E-06,0.2672472947,1.30E-05,6.94E-06
8.70E-06,5.08E-06,1.54E-05,3.44E-07,2.51E-06,2.12E-06,0.3336532398,1.29E-05,7.31E-06
8.28E-06,5.37E-06,1.52E-05,3.18E-07,2.39E-06,2.48E-06,0.396376136,1.25E-05,7.50E-06
8.16E-06,5.66E-06,1.49E-05,2.70E-07,2.19E-06,3.14E-06,0.4534472062,1.21E-05,7.67E-06
8.40E-06,6.17E-06,1.50E-05,2.34E-07,1.89E-06,4.47E-06,0.5202325571,1.20E-05,8.05E-06
8.29E-06,6.20E-06,1.45E-05,2.07E-07,1.58E-06,3.27E-06,0.5839259139,1.10E-05,7.95E-06
7.21E-06,5.24E-06,1.23E-05,1.70E-07,1.21E-06,1.65E-06,0.614557598,8.62E-06,6.53E-06
5.59E-06,3.87E-06,9.75E-06,1.37E-07,9.79E-07,1.07E-06,0.6057213977,6.82E-06,4.97E-06
4.08E-06,2.86E-06,7.59E-06,1.34E-07,8.76E-07,6.97E-07,0.5726151421,5.75E-06,4.00E-06
3.38E-06,2.31E-06,6.11E-06,1.30E-07,7.81E-07,7.93E-07,0.5275769365,4.93E-06,3.34E-06
3.24E-06,2.01E-06,5.67E-06,1.24E-07,7.42E-07,6.06E-07,0.4800713222,4.54E-06,2.94E-06
3.13E-06,1.86E-06,5.45E-06,1.22E-07,6.98E-07,4.60E-07,0.4523546257,4.34E-06,2.77E-06
2.80E-06,1.78E-06,5.25E-06,1.14E-07,6.71E-07,5.20E-07,0.4700460113,4.08E-06,2.71E-06
2.55E-06,1.66E-06,4.77E-06,9.89E-08,5.97E-07,2.77E-07,0.5086313565,3.61E-06,2.60E-06
2.36E-06,1.51E-06,4.06E-06,8.45E-08,5.00E-07,2.29E-07,0.5192127256,3.02E-06,2.28E-06
2.01E-06,1.40E-06,3.77E-06,7.72E-08,4.20E-07,3.18E-07,0.5233222336,2.73E-06,2.15E-06
1.82E-06,1.30E-06,3.74E-06,6.19E-08,3.87E-07,2.15E-07,0.5553700314,2.66E-06,2.26E-06
-1.42E-07,-4.53E-08,0,0,0,3.48E-07,0.06191496318,0,0
-1.43E-07,-2.69E-08,0,0,0,3.36E-07,0.06191496318,0,0
-2.07E-07,-1.12E-08,0,0,0,5.56E-07,0.06191496318,0,0
-1.01E-07,0,0,0,0,5.55E-07,0.06191496318,0,0
-2.09E-07,0,0,0,0,3.24E-07,0.06191496318,0,0
-1.80E-07,-1.36E-08,0,0,0,4.28E-08,0.06191496318,0,0
-4.66E-08,-4.07E-09,0,0,0,-1.32E-07,0.06191496318,0,0
-5.42E-08,-1.28E-08,0,0,0,-1.37E-07,0.06191496318,0,0
-6.45E-08,-2.39E-08,0,0,0,-6.29E-08,0.06191496318,0,0
6.41E-07,5.14E-07,1.33E-06,5.47E-08,2.02E-07,-1.96E-08,0.4882836738,0,0
6.47E-07,4.80E-07,1.16E-06,4.55E-08,2.04E-07,-1.05E-07,0.3921514342,7.75E-07,7.54E-07
5.33E-07,4.76E-07,1.04E-06,4.52E-08,1.84E-07,-6.59E-08,0.2647193978,7.05E-07,6.33E-07
4.22E-07,4.14E-07,1.07E-06,4.57E-08,1.50E-07,9.72E-09,0,7.20E-07,5.97E-07
4.14E-07,3.02E-07,7.19E-07,2.13E-08,1.27E-07,-3.31E-08,0,5.45E-07,5.17E-07
7.01E-06,2.36E-06,1.46E-05,3.84E-07,2.53E-06,9.80E-07,0.1804546129,0,0
7.58E-06,2.49E-06,1.49E-05,4.11E-07,2.74E-06,7.49E-07,0.155313508,1.31E-05,5.53E-06
7.87E-06,2.59E-06,1.50E-05,4.34E-07,2.83E-06,7.07E-07,0.1221115013,1.35E-05,5.58E-06
7.92E-06,2.67E-06,1.54E-05,4.43E-07,2.85E-06,8.77E-07,0.1025009983,1.38E-05,5.60E-06
8.06E-06,2.75E-06,1.58E-05,4.44E-07,2.82E-06,1.08E-06,0.1091948217,1.38E-05,5.62E-06
8.07E-06,2.78E-06,1.57E-05,4.45E-07,2.75E-06,7.71E-07,0.1209000574,1.36E-05,5.55E-06
7.91E-06,2.76E-06,1.47E-05,4.43E-07,2.62E-06,8.86E-07,0.1253965847,1.31E-05,5.26E-06
7.60E-06,2.73E-06,1.42E-05,4.40E-07,2.47E-06,1.06E-06,0.1311964063,1.28E-05,5.14E-06
7.48E-06,2.70E-06,1.40E-05,4.28E-07,2.32E-06,1.04E-06,0.1623709687,1.24E-05,5.14E-06
7.43E-06,2.72E-06,1.36E-05,4.11E-07,2.23E-06,1.10E-06,0.2043856643,1.22E-05,5.19E-06
7.57E-06,2.82E-06,1.38E-05,3.89E-07,2.21E-06,1.29E-06,0.2293264326,1.19E-05,5.13E-06
7.45E-06,2.84E-06,1.33E-05,3.68E-07,2.10E-06,1.16E-06,0.244175706,1.15E-05,4.96E-06
6.83E-06,2.68E-06,1.25E-05,3.66E-07,1.95E-06,6.03E-07,0.2459464319,1.07E-05,4.70E-06
6.21E-06,2.47E-06,1.12E-05,3.68E-07,1.89E-06,6.22E-07,0.2195470483,9.86E-06,4.35E-06
5.80E-06,2.37E-06,1.08E-05,3.64E-07,1.86E-06,6.33E-07,0.1793339637,9.23E-06,3.96E-06
5.76E-06,2.38E-06,1.09E-05,3.52E-07,1.88E-06,6.26E-07,0.159074864,9.31E-06,4.04E-06
5.96E-06,2.45E-06,1.11E-05,3.34E-07,1.92E-06,6.52E-07,0.1748464852,9.45E-06,4.21E-06
6.30E-06,2.57E-06,1.17E-05,3.28E-07,1.96E-06,7.03E-07,0.1963917773,9.90E-06,4.45E-06
6.50E-06,2.68E-06,1.21E-05,3.48E-07,2.01E-06,8.74E-07,0.1875789403,1.04E-05,4.59E-06
6.60E-06,2.73E-06,1.22E-05,3.64E-07,2.05E-06,9.28E-07,0.1551948645,1.06E-05,4.63E-06
6.40E-06,2.74E-06,1.23E-05,3.72E-07,2.15E-06,8.15E-07,0.1083037288,1.08E-05,4.72E-06
6.65E-06,2.89E-06,1.25E-05,3.85E-07,2.30E-06,1.31E-06,0.08494960759,1.13E-05,4.96E-06
7.17E-06,3.19E-06,1.32E-05,3.92E-07,2.46E-06,1.53E-06,0.09482625219,1.17E-05,5.26E-06
7.58E-06,3.57E-06,1.39E-05,3.84E-07,2.57E-06,1.57E-06,0.1143718825,1.21E-05,5.59E-06
7.86E-06,3.95E-06,1.45E-05,3.80E-07,2.57E-06,1.69E-06,0.1646771623,1.24E-05,6.00E-06
8.11E-06,4.22E-06,1.49E-05,3.81E-07,2.53E-06,1.52E-06,0.21087009,1.24E-05,6.36E-06
8.24E-06,4.35E-06,1.51E-05,3.73E-07,2.51E-06,2.06E-06,0.2416430847,1.24E-05,6.57E-06
8.36E-06,4.58E-06,1.51E-05,3.53E-07,2.49E-06,1.84E-06,0.2868909836,1.24E-05,6.84E-06
8.38E-06,4.91E-06,1.52E-05,3.30E-07,2.42E-06,2.06E-06,0.3547818399,1.24E-05,7.25E-06
8.13E-06,5.22E-06,1.48E-05,2.96E-07,2.31E-06,2.54E-06,0.419752201,1.21E-05,7.54E-06
8.08E-06,5.64E-06,1.46E-05,2.44E-07,2.12E-06,3.61E-06,0.4802227171,1.18E-05,7.74E-06
8.27E-06,6.14E-06,1.47E-05,2.18E-07,1.82E-06,3.76E-06,0.5430202601,1.13E-05,7.83E-06
7.79E-06,5.70E-06,1.38E-05,1.97E-07,1.46E-06,2.14E-06,0.5913847543,9.96E-06,7.36E-06
6.43E-06,4.40E-06,1.10E-05,1.63E-07,1.10E-06,1.16E-06,0.6103722546,7.77E-06,5.96E-06
4.85E-06,3.35E-06,8.73E-06,1.38E-07,9.19E-07,9.49E-07,0.5982025246,6.35E-06,4.71E-06
3.74E-06,2.64E-06,7.24E-06,1.29E-07,8.23E-07,7.12E-07,0.5704925376,5.60E-06,4.00E-06
3.22E-06,2.17E-06,6.00E-06,1.18E-07,7.29E-07,6.79E-07,0.5359993107,4.83E-06,3.39E-06
3.16E-06,1.89E-06,5.61E-06,1.10E-07,6.94E-07,4.76E-07,0.4941003016,4.32E-06,2.94E-06
3.01E-06,1.81E-06,5.39E-06,1.11E-07,6.52E-07,6.76E-07,0.4751232703,4.13E-06,2.74E-06
2.66E-06,1.72E-06,5.13E-06,1.03E-07,6.06E-07,5.23E-07,0.4919787165,3.86E-06,2.66E-06
2.34E-06,1.56E-06,4.57E-06,9.29E-08,5.48E-07,2.21E-07,0.5090212674,3.36E-06,2.50E-06
2.11E-06,1.40E-06,3.83E-06,8.13E-08,4.71E-07,1.89E-07,0.5053807323,2.89E-06,2.26E-06
1.80E-06,1.29E-06,3.54E-06,6.78E-08,4.14E-07,2.50E-07,0.519882287,2.64E-06,2.17E-06
1.61E-06,1.14E-06,3.53E-06,5.45E-08,3.55E-07,1.80E-07,0.5473956861,2.53E-06,2.25E-06
-1.07E-07,-3.70E-08,0,0,0,1.58E-07,0.06191496318,0,0
-1.39E-07,-9.60E-09,0,0,0,3.16E-07,0.06191496318,0,0
-2.44E-07,0,0,0,0,1.85E-06,0.06191496318,0,0
-6.92E-08,0,0,0,0,3.41E-06,0.06191496318,0,0
-2.33E-07,-3.55E-09,0,0,0,8.23E-07,0.06191496318,0,0
-2.61E-07,-1.73E-08,0,0,0,1.32E-07,0.06191496318,0,0
-2.47E-08,-2.91E-09,0,0,0,-2.16E-07,0.06191496318,0,0
-4.45E-08,-1.70E-08,0,0,0,3.38E-08,0.06191496318,0,0
-6.38E-08,-1.81E-08,0,0,0,1.34E-08,0.06191496318,0,0
6.19E-07,4.81E-07,1.33E-06,4.66E-08,1.83E-07,-6.95E-08,0.5056484248,0,0
6.19E-07,4.81E-07,1.12E-06,4.58E-08,1.87E-07,8.28E-08,0.3915611744,7.96E-07,7.84E-07
4.67E-07,4.54E-07,1.05E-06,4.31E-08,1.55E-07,1.23E-07,0.2898561063,7.26E-07,6.74E-07
3.65E-07,3.72E-07,1.09E-06,3.66E-08,1.28E-07,-1.31E-07,0,7.52E-07,6.42E-07
3.65E-07,2.51E-07,7.81E-07,1.78E-08,1.26E-07,4.11E-08,0,5.83E-07,5.42E-07
6.71E-06,2.25E-06,1.40E-05,3.66E-07,2.43E-06,9.42E-07,0.1796731707,0,0
7.31E-06,2.36E-06,1.45E-05,3.94E-07,2.65E-06,9.80E-07,0.1549605611,1.27E-05,5.21E-06
7.48E-06,2.44E-06,1.48E-05,4.23E-07,2.76E-06,6.15E-07,0.1183100908,1.31E-05,5.31E-06
7.57E-06,2.50E-06,1.51E-05,4.34E-07,2.76E-06,7.82E-07,0.09046146812,1.34E-05,5.33E-06
7.82E-06,2.58E-06,1.53E-05,4.35E-07,2.74E-06,1.04E-06,0.09058918572,1.35E-05,5.34E-06
8.02E-06,2.68E-06,1.53E-05,4.42E-07,2.70E-06,1.24E-06,0.104829393,1.33E-05,5.29E-06
7.86E-06,2.74E-06,1.45E-05,4.45E-07,2.62E-06,1.16E-06,0.113710581,1.30E-05,5.22E-06
7.78E-06,2.75E-06,1.42E-05,4.39E-07,2.50E-06,1.12E-06,0.1252843465,1.28E-05,5.22E-06
7.74E-06,2.76E-06,1.40E-05,4.32E-07,2.39E-06,1.50E-06,0.1614796507,1.25E-05,5.29E-06
7.52E-06,2.79E-06,1.38E-05,4.14E-07,2.30E-06,1.34E-06,0.2060068067,1.22E-05,5.35E-06
7.72E-06,2.85E-06,1.38E-05,3.88E-07,2.23E-06,1.38E-06,0.2326938372,1.19E-05,5.20E-06
7.44E-06,2.85E-06,1.32E-05,3.70E-07,2.10E-06,1.03E-06,0.2435470297,1.13E-05,4.94E-06
6.85E-06,2.65E-06,1.23E-05,3.61E-07,1.96E-06,6.86E-07,0.2407484981,1.05E-05,4.62E-06
6.19E-06,2.43E-06,1.16E-05,3.60E-07,1.88E-06,7.39E-07,0.2155902526,9.72E-06,4.30E-06
5.88E-06,2.32E-06,1.06E-05,3.56E-07,1.83E-06,7.27E-07,0.1799880244,9.07E-06,3.93E-06
5.69E-06,2.31E-06,1.08E-05,3.47E-07,1.85E-06,6.42E-07,0.1672170521,9.05E-06,3.97E-06
5.89E-06,2.37E-06,1.09E-05,3.32E-07,1.90E-06,6.98E-07,0.1843806839,9.22E-06,4.12E-06
6.21E-06,2.48E-06,1.14E-05,3.28E-07,1.94E-06,9.05E-07,0.1934324753,9.61E-06,4.29E-06
6.47E-06,2.60E-06,1.18E-05,3.52E-07,1.99E-06,7.66E-07,0.1722479303,1.01E-05,4.42E-06
6.62E-06,2.66E-06,1.20E-05,3.65E-07,2.04E-06,9.26E-07,0.1363775372,1.04E-05,4.54E-06
6.52E-06,2.72E-06,1.22E-05,3.69E-07,2.14E-06,1.02E-06,0.1031046359,1.07E-05,4.73E-06
6.64E-06,2.90E-06,1.26E-05,3.83E-07,2.29E-06,1.04E-06,0.09426387255,1.12E-05,5.00E-06
7.01E-06,3.18E-06,1.30E-05,3.87E-07,2.43E-06,1.36E-06,0.1103548217,1.15E-05,5.31E-06
7.36E-06,3.49E-06,1.36E-05,3.71E-07,2.51E-06,1.30E-06,0.1298720755,1.18E-05,5.60E-06
7.52E-06,3.82E-06,1.40E-05,3.66E-07,2.51E-06,1.62E-06,0.1713329492,1.20E-05,5.90E-06
7.74E-06,4.09E-06,1.42E-05,3.68E-07,2.48E-06,1.58E-06,0.2179074859,1.19E-05,6.17E-06
7.87E-06,4.25E-06,1.43E-05,3.55E-07,2.45E-06,1.88E-06,0.254534625,1.18E-05,6.36E-06
7.98E-06,4.52E-06,1.45E-05,3.34E-07,2.41E-06,2.16E-06,0.2988558207,1.19E-05,6.66E-06
8.13E-06,4.92E-06,1.46E-05,3.04E-07,2.34E-06,2.54E-06,0.3677714314,1.21E-05,7.15E-06
7.88E-06,5.32E-06,1.46E-05,2.65E-07,2.22E-06,2.86E-06,0.4368256563,1.19E-05,7.57E-06
7.86E-06,5.70E-06,1.43E-05,2.25E-07,2.02E-06,4.05E-06,0.4929676102,1.14E-05,7.77E-06
7.76E-06,5.70E-06,1.40E-05,1.89E-07,1.69E-06,3.09E-06,0.5477619253,1.06E-05,7.60E-06
6.94E-06,5.01E-06,1.27E-05,1.75E-07,1.35E-06,1.81E-06,0.5929315221,8.94E-06,6.64E-06
5.77E-06,3.89E-06,1.00E-05,1.51E-07,1.05E-06,9.35E-07,0.610922677,7.00E-06,5.31E-06
4.48E-06,3.04E-06,8.18E-06,1.20E-07,8.92E-07,1.04E-06,0.60411258,5.93E-06,4.43E-06
3.66E-06,2.52E-06,7.09E-06,1.10E-07,7.97E-07,6.00E-07,0.5806058442,5.39E-06,3.97E-06
3.27E-06,2.11E-06,6.02E-06,1.03E-07,7.13E-07,6.69E-07,0.5485173194,4.69E-06,3.44E-06
3.05E-06,1.82E-06,5.34E-06,9.84E-08,6.72E-07,5.27E-07,0.5084606279,4.08E-06,2.91E-06
2.78E-06,1.71E-06,5.17E-06,9.95E-08,6.35E-07,3.59E-07,0.4806662089,3.93E-06,2.70E-06
2.41E-06,1.61E-06,4.84E-06,9.72E-08,5.93E-07,4.16E-07,0.4828214583,3.66E-06,2.57E-06
-1.67E-07,-8.53E-08,0,0,0,1.64E-07,0.06191496318,3.15E-06,2.38E-06
-1.47E-07,-7.23E-08,0,0,0,1.59E-07,0.06191496318,2.81E-06,2.23E-06
-1.11E-07,-6.53E-08,0,0,0,-7.09E-08,0.06191496318,2.55E-06,2.14E-06
-7.89E-08,-4.57E-08,0,0,0,-1.02E-07,0.06191496318,2.43E-06,2.21E-06
-7.55E-08,-2.83E-08,0,0,0,1.34E-07,0.06191496318,0,0
-1.60E-07,0,0,0,0,7.09E-07,0.06191496318,0,0
-1.58E-06,0,0,0,0,4.80E-06,0.06191496318,0,0
-8.46E-07,0,0,0,0,1.86E-05,0.06191496318,0,0
-2.65E-07,-4.16E-08,0,0,0,2.94E-06,0.06191496318,0,0
-6.05E-07,0,0,0,0,1.28E-07,0.06191496318,0,0
-1.53E-07,0,0,0,0,5.73E-08,0.06191496318,0,0
-6.47E-08,-1.58E-08,0,0,0,-5.47E-08,0.06191496318,0,0
-7.36E-08,-2.02E-08,0,0,0,-1.39E-07,0.06191496318,0,0
-8.68E-08,-4.98E-08,0,0,0,-1.07E-07,0.06191496318,0,0
6.31E-07,4.83E-07,1.16E-06,5.01E-08,2.04E-07,3.47E-09,0.5477511761,8.15E-07,8.09E-07
4.84E-07,4.33E-07,1.09E-06,4.23E-08,1.61E-07,-1.18E-08,0.4815320847,7.45E-07,7.14E-07
3.72E-07,3.23E-07,1.16E-06,3.41E-08,1.29E-07,9.85E-08,0.1851672329,7.78E-07,6.91E-07
